State,Rule Type,Action Type,Description,Status,Effective Date,Link Text,URL,Hyperlink,Links,Notes,Entry Last Updated
Pennsylvania,Legislation,Product,"Bill would ban the manufacture, distribution, and sale of PFAS-containing food packaging beginning on Jan. 1, 2024.",Pending,,Bill,https://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2021&sind=0&body=S&type=B&bn=1351,Bill,"<a href=""https://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2021&sind=0&body=S&type=B&bn=1351"" target=""_blank"" rel=""noopener"">Bill</a>",SB 1351,10/11/2022
Pennsylvania,Binding,Environment,"Establishes medium-specific concentrations for PFOA, PFOS, and PFBS in soil and groundwater.",In effect,11/20/2021,Regulation,http://www.pacodeandbulletin.gov/Display/pabull?file=/secure/pabulletin/data/vol51/51-47/1920.html,Regulation,"<a href=""http://www.pacodeandbulletin.gov/Display/pabull?file=/secure/pabulletin/data/vol51/51-47/1920.html"" target=""_blank"" rel=""noopener"">Regulation</a>",,11/23/2021
Pennsylvania,Legislation,Product,Bill would prohibit PFAS in food packaging and set penalties for violations.,Pending,,Bill,https://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2021&sind=0&body=H&type=B&bn=1965,Bill,"<a href=""https://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2021&sind=0&body=H&type=B&bn=1965"" target=""_blank"" rel=""noopener"">Bill</a>",HB 1965,10/20/2021
Pennsylvania,Non-binding guidance,Environment,Released complete and final list of PFAS levels in the state's water systems. The state said results do not indicate widespread contamination.,In effect,6/3/2021,Press Release,https://www.ahs.dep.pa.gov/NewsRoomPublic/articleviewer.aspx?id=21961&typeid=1,Press Release,"<a href=""https://www.ahs.dep.pa.gov/NewsRoomPublic/articleviewer.aspx?id=21961&typeid=1"" target=""_blank"" rel=""noopener"">Press Release</a>",Study was undertaken as part of the governor's 2018 executive order establishing a PFAS Action Team.,6/4/2021
Pennsylvania,Legislation,Environment,"Bill would require the establishment of maximum contaminant levels for PFAS in drinking water, while also setting an interim MCL of 10 parts per trillion.",Pending,,Bill,https://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2021&sind=0&body=S&type=B&bn=611,Bill,"<a href=""https://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2021&sind=0&body=S&type=B&bn=611"" target=""_blank"" rel=""noopener"">Bill</a>",SB 611; Companion to HB 1413,5/17/2021
Pennsylvania,Legislation,Environment,"Bill would add PFAS to the definition of ""hazardous substance"" for the purpose of environmental cleanup. Would allow the governor to declare an emergency for communities that have PFAS-impaired drinking water systems. Would provide municipalities with immunity from liability for PFAS contamination in drinking water or wastewater discharge.",Pending,,Bill,https://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2021&sind=0&body=S&type=B&bn=612,Bill,"<a href=""https://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2021&sind=0&body=S&type=B&bn=612"" target=""_blank"" rel=""noopener"">Bill</a>",SB 612; Companion to HB 1414,5/17/2021
Pennsylvania,Legislation,Product,Bill would prohibit the use of class B firefighting foams containing PFAS under specified circumstances.,Pending,,Bill,https://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2021&sind=0&body=S&type=B&bn=302,Bill,"<a href=""https://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2021&sind=0&body=S&type=B&bn=302"" target=""_blank"" rel=""noopener"">Bill</a>",SB 302; Companion to HB 1166,4/29/2021
Pennsylvania,Legislation,Environment,Bill would require the establishment of maximum contaminant levels for PFAS in drinking water.,Pending,,Bill,https://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2021&sind=0&body=H&type=B&bn=704,Bill,"<a href=""https://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2021&sind=0&body=H&type=B&bn=704"" target=""_blank"" rel=""noopener"">Bill</a>",HB 704,3/9/2021
Pennsylvania,Legislation,Environment,Redirects state funds to pay for the removal of PFAS from drinking water near closed military bases.,In effect,11/27/2019,Law,https://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2019&sind=0&body=H&type=B&bn=1410,Law,"<a href=""https://www.legis.state.pa.us/cfdocs/billinfo/billinfo.cfm?syear=2019&sind=0&body=H&type=B&bn=1410"" target=""_blank"" rel=""noopener"">Law</a>","The law has led to about $2.6 million in reimbursements paid to families for installing water filtration systems or buying bottled water as of September 2020, according to a local news report.",9/10/2020
Pennsylvania,Non-binding guidance,Environment,Created PFAS Action Team to ensure safe drinking water and manage PFAS contamination.,In effect,10/6/2018,Regulation,https://www.bloomberglaw.com/product/blaw/document/24707485736,Regulation,"<a href=""https://www.bloomberglaw.com/product/blaw/document/24707485736"" target=""_blank"" rel=""noopener"">Regulation</a>",PFAS Action Team established by governor's executive order: https://www.governor.pa.gov/newsroom/executive-order-2018-08-perfluoroalkyl-and-polyfluoroalkyl-substances-pfas-action-team/.,5/29/2020
Pennsylvania,Non-binding guidance,Environment,Tested approximately 360 public water system sources for PFAS contamination.,Pending,,Media Release,https://www.governor.pa.gov/newsroom/wolf-administration-continues-to-address-pfas-contamination-announces-first-round-of-statewide-sampling-results/,Media Release,"<a href=""https://www.governor.pa.gov/newsroom/wolf-administration-continues-to-address-pfas-contamination-announces-first-round-of-statewide-sampling-results/"" target=""_blank"" rel=""noopener"">Media Release</a>","Testing began on June 18, 2019 and the results from the first 96 test sites were published in October 2019: https://aboutblaw.com/Q8I.",5/29/2020
Rhode Island,Legislation,Environment,Bill would require water supply systems that have PFAS contaminants exceeding the interim drinking water standard be required to enter into a consent agreement to implement treatment to reduce PFAS levels.,Pending,,Bill,http://status.rilin.state.ri.us/bill_history_report.aspx?year=2023&bills=5861,Bill,"<a href=""http://status.rilin.state.ri.us/bill_history_report.aspx?year=2023&bills=5861"" target=""_blank"" rel=""noopener"">Bill</a>",HB 5861,3/21/2023
Rhode Island,Legislation,Product,"Bill would prohibit the use of PFAS in various products including carpets, rugs, cookware, cosmetics, firefighting foam, and other items. Bill would also establish a public registry of products with intentionally added PFAS.",Pending,,Bill,http://status.rilin.state.ri.us/bill_history_report.aspx?year=2023&bills=5673,Bill,"<a href=""http://status.rilin.state.ri.us/bill_history_report.aspx?year=2023&bills=5673"" target=""_blank"" rel=""noopener"">Bill</a>",H 5673 / S 196,2/27/2023
Rhode Island,Legislation,Product,"House resolution created a nine-member legislative commission to study and provide recommendations on PFAS in firefighter gear due by Jan. 1, 2024.",In effect,6/24/2022,Resolution,http://webserver.rilin.state.ri.us/PublicLaws/law22/res22/res22412.htm,Resolution,"<a href=""http://webserver.rilin.state.ri.us/PublicLaws/law22/res22/res22412.htm"" target=""_blank"" rel=""noopener"">Resolution</a>","H 8376; Resolution passed by the House and enacted on June 24, 2022",2/27/2023
Rhode Island,Legislation,Product,Law bans the sale of food packaging to which PFAS have been intentionally introduced during manufacturing or distribution in any amount.,Pending,1/1/2024,Law,http://status.rilin.state.ri.us/bill_history_report.aspx?year=2022&bills=2044,Law,"<a href=""http://status.rilin.state.ri.us/bill_history_report.aspx?year=2022&bills=2044"" target=""_blank"" rel=""noopener"">Law</a>","S 2044; Referred to as ""The Toxic Packaging Reduction Act""; Signed into law on June 29, 2022",2/27/2023
Rhode Island,Binding,Environment,Updated rules governing wastewater facilities allow the Narragansett Bay Commission to require monitoring of emerging contaminants including PFAS.,In effect,6/1/2021,Regulation,https://rules.sos.ri.gov/Regulations/Part/835-20-00-1,Regulation,"<a href=""https://rules.sos.ri.gov/Regulations/Part/835-20-00-1"" target=""_blank"" rel=""noopener"">Regulation</a>",,2/27/2023
Rhode Island,Non-binding guidance,Product,The Department of Environmental Management held a PFAS firefighting foam takeback program in December 2019 that collected AFFF for proper incineration.,Pending,12/11/2019,Report,https://dem.ri.gov/sites/g/files/xkgbur861/files/programs/benviron/emerre/ospar/osparfy20.pdf,Report,"<a href=""https://dem.ri.gov/sites/g/files/xkgbur861/files/programs/benviron/emerre/ospar/osparfy20.pdf"" target=""_blank"" rel=""noopener"">Report</a>","The one-day event collected 18,000 pounds of AFFF from eight fire departments.",2/14/2023
Rhode Island,Legislation,Environment,"Requires public water utilities to regularly monitor for six PFAS: PFOA, PFOS, PFHxS, PFNA, PFHpA, and PFDA. PFAS levels in drinking water are capped at 20 parts per trillion (ppt) beginning in July 2023. Requires establishment of PFAS levels for groundwater and surface water, landfill monitoring, investigation of PFAS contamination, and evaluation of treating PFAS as a class.",In effect,6/27/2022,Law,http://status.rilin.state.ri.us/bill_history_report.aspx?year=2022&bills=2298,Law,"<a href=""http://status.rilin.state.ri.us/bill_history_report.aspx?year=2022&bills=2298"" target=""_blank"" rel=""noopener"">Law</a>","S 2298; Referred to as ""The PFAS in Drinking Water, Groundwater and Surface Waters Act""; governor signed June 27, 2022. Also signed companion bill H 7233.",6/29/2022
Rhode Island,Binding,Environment,Updated solid waste regulations to allow environmental regulators to require solid waste landfills to monitor groundwater for PFAS substances. Mitigation strategy required if excess amounts of PFAS are detected.,In effect,1/3/2021,Rule,https://rules.sos.ri.gov/regulations/part/250-140-05-2/11181,Rule,"<a href=""https://rules.sos.ri.gov/regulations/part/250-140-05-2/11181"" target=""_blank"" rel=""noopener"">Rule</a>",,1/4/2021
Rhode Island,Non-binding guidance,Environment,Rhode Island Department of Health declined to regulate PFAS through rulemaking due to lack of data.,In effect,3/11/2019,Decision,https://aboutblaw.com/Q8K,Decision,"<a href=""https://aboutblaw.com/Q8K"" target=""_blank"" rel=""noopener"">Decision</a>",,5/29/2020
Rhode Island,Non-binding guidance,Environment,Groundwater quality standard for presence of PFOS and PFOA found individually or in combination at 0.07 micrograms per liter (70 ppt).,In effect,1/9/2019,Regulation,https://www.bloomberglaw.com/product/blaw/document/X3HEEFORD483HOO6ADG9401029D,Regulation,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X3HEEFORD483HOO6ADG9401029D"" target=""_blank"" rel=""noopener"">Regulation</a>",,5/29/2020
Rhode Island,Non-binding guidance,Environment,Sampled 35 public drinking water systems and found one system with PFOA and PFAS above EPA advisory level of 70 ppt.,In effect,,Media Release,https://www.ri.gov/press/view/35491,Media Release,"<a href=""https://www.ri.gov/press/view/35491"" target=""_blank"" rel=""noopener"">Media Release</a>",,5/29/2020
South Carolina,Legislation,Environment,"Proposed bill would require regulators to establish maximum contaminant levels in drinking water for PFOS, PFOA, and other PFAS compounds.",Pending,,Bill,https://www.scstatehouse.gov/sess125_2023-2024/bills/3499.htm,Bill,"<a href=""https://www.scstatehouse.gov/sess125_2023-2024/bills/3499.htm"" target=""_blank"" rel=""noopener"">Bill</a>",H 3499,12/19/2022
South Carolina,Legislation,Environment,"Proposed joint resolution would require regulators to establish maximum contaminant levels in drinking water for PFOS, PFOA, and other PFAS compounds.",Pending,,Bill,https://www.scstatehouse.gov/sess125_2023-2024/bills/3498.htm,Bill,"<a href=""https://www.scstatehouse.gov/sess125_2023-2024/bills/3498.htm"" target=""_blank"" rel=""noopener"">Bill</a>",H 3498,12/15/2022
South Carolina,Legislation,Environment,"Appropriations law allocates $10 million to PFAS remediation fund. Of that funding, 60% is earmarked for private well owners and small water systems serving fewer than 30,000 people. The remaining 40% is for water systems serving 30,000 or more customers.",In effect,7/1/2022,Law,https://www.scstatehouse.gov/sess124_2021-2022/bills/5150.htm,Law,"<a href=""https://www.scstatehouse.gov/sess124_2021-2022/bills/5150.htm"" target=""_blank"" rel=""noopener"">Law</a>","HR 5150; Signed into law on June 22, 2022.",7/28/2022
South Carolina,Proposed Action,Environment,"The Department of Health and Environmental Control proposed to amend regulations (R.61-9) to specify requirements for analysis, monitoring, recordkeeping, and reporting related to PFAS in sludge and effluent intended for land application. ",Pending,,Notice of Drafting (see page 25),,Notice of Drafting (see page 25),"<a href="""" target=""_blank"" rel=""noopener"">Notice of Drafting (see page 25)</a>",,6/29/2022
South Carolina,Legislation,Environment,"Proposed legislation would require regulators to develop maximum contaminant levels for PFOS, PFOA, and other PFAS compounds.",Pending,,Bill,https://www.scstatehouse.gov/sess124_2021-2022/bills/3514.htm,Bill,"<a href=""https://www.scstatehouse.gov/sess124_2021-2022/bills/3514.htm"" target=""_blank"" rel=""noopener"">Bill</a>",H 3514,12/17/2020
South Carolina,Non-binding guidance,Environment,Released strategy to assess impact of PFAS on drinking water.,In effect,1/30/2020,Strategy,https://aboutblaw.com/Q8U,Strategy,"<a href=""https://aboutblaw.com/Q8U"" target=""_blank"" rel=""noopener"">Strategy</a>",,5/29/2020
South Dakota,No action,,,,,,,,"<a href="""" target=""_blank"" rel=""noopener""></a>",,3/19/2020
Tennessee,Legislation,Product,"Bill would prohibit the sale and distribution of any packaging that contains PFAS beginning on July 1, 2028.",Pending,,Bill,https://wapp.capitol.tn.gov/apps/BillInfo/default.aspx?BillNumber=SB0573&ga=113,Bill,"<a href=""https://wapp.capitol.tn.gov/apps/BillInfo/default.aspx?BillNumber=SB0573&ga=113"" target=""_blank"" rel=""noopener"">Bill</a>",SB 573 / HB 550,2/1/2023
Tennessee,Non-binding guidance,Environment,Established workgroup to identify sites with potential for contamination that will drive future monitoring efforts.,In effect,,State Website,https://www.tn.gov/environment/program-areas/opsp-policy-and-sustainable-practices/policy/pfas.html,State Website,"<a href=""https://www.tn.gov/environment/program-areas/opsp-policy-and-sustainable-practices/policy/pfas.html"" target=""_blank"" rel=""noopener"">State Website</a>",,5/29/2020
Texas,Legislation,Environment,"Bill would require the University of Houston to conduct a study on the use of PFAS in the hydraulic fracturing process, potential public health risk and exposure, and the feasbility of PFAS alternatives.",Pending,,Bill,https://capitol.texas.gov/BillLookup/History.aspx?LegSess=88R&Bill=HB4577,Bill,"<a href=""https://capitol.texas.gov/BillLookup/History.aspx?LegSess=88R&Bill=HB4577"" target=""_blank"" rel=""noopener"">Bill</a>",HB 4577,3/21/2023
Texas,Binding,Environment,Cleanup standards for 16 PFAS chemicals at contaminated sites where protective concentration levles are exceeded.,In effect,9/10/2014,State Website,https://www.tceq.texas.gov/remediation/trrp/trrppcls.html,State Website,"<a href=""https://www.tceq.texas.gov/remediation/trrp/trrppcls.html"" target=""_blank"" rel=""noopener"">State Website</a>",,5/29/2020
Utah,Legislation,Product,Bill would require third party suppliers to local education agencies to make a good faith effort disclosing whether any goods provided under a contract contain PFAS.,Pending,,Bill,https://le.utah.gov/~2023/bills/static/SB0286.html,Bill,"<a href=""https://le.utah.gov/~2023/bills/static/SB0286.html"" target=""_blank"" rel=""noopener"">Bill</a>",SB 286,3/21/2023
Utah,Non-binding guidance,Environment,A workgroup assembled by the Department of Environmental Quality in October 2018 developed a monitoring reconaissance plan for PFAS. The workgroup developed an ongoing monitoring and reporting strategy for PFAS contaminants.,In effect,,Sate Website,https://deq.utah.gov/pollutants/per-and-polyfluoroakyl-substances-pfas,Sate Website,"<a href=""https://deq.utah.gov/pollutants/per-and-polyfluoroakyl-substances-pfas"" target=""_blank"" rel=""noopener"">Sate Website</a>","The state's environmental regulator said on its website that ""the current information doesn’t indicate that widespread PFAS contamination is likely in the state.""",2/7/2023
Vermont,Legislation,Health and Safety,Bill will commission a report that may include recommendations for legislative action to facilitate elimination of PFAS and other carcinogens in firefighting equipment,Pending,,Bill,https://legislature.vermont.gov/bill/status/2024/S.0073,Bill,"<a href=""https://legislature.vermont.gov/bill/status/2024/S.0073"" target=""_blank"" rel=""noopener"">Bill</a>","S 73; Passed Senate March 23, 2023",4/4/2023
Vermont,Legislation,Environment,Appropriations law allocates $3 million to the Department of Environmental Conservation for PFAS remediation.,In effect,3/20/2023,Law,https://legislature.vermont.gov/bill/status/2024/H.0145,Law,"<a href=""https://legislature.vermont.gov/bill/status/2024/H.0145"" target=""_blank"" rel=""noopener"">Law</a>","H 145; Became law without the governor's signature on March 20, 2023",3/21/2023
Vermont,Legislation,Environment,Bill would set maximum contaminant levels (MCLs) for six PFAS at 0 parts per trillion (ppt). Other testable PFAS would need to have an MCL of at least 20 ppt.,Pending,,Bill,https://legislature.vermont.gov/bill/status/2024/H.0421,Bill,"<a href=""https://legislature.vermont.gov/bill/status/2024/H.0421"" target=""_blank"" rel=""noopener"">Bill</a>",H 421,3/21/2023
Vermont,Legislation,Environment,Bill would require the development of a committee to study PFAS in leachate from landfills in the state.,Pending,,Bill,https://legislature.vermont.gov/bill/status/2024/S.0082,Bill,"<a href=""https://legislature.vermont.gov/bill/status/2024/S.0082"" target=""_blank"" rel=""noopener"">Bill</a>",S 82 / H 422,3/21/2023
Vermont,Legislation,Environment,"Appropriations law allocates $420,000 for purchase of lab equipment to test for PFAS in drinking water.",In effect,7/1/2022,Law,https://legislature.vermont.gov/bill/status/2022/H.0740,Law,"<a href=""https://legislature.vermont.gov/bill/status/2022/H.0740"" target=""_blank"" rel=""noopener"">Law</a>","HB 740; Signed into law on June 9, 2022",2/15/2023
Vermont,Non-binding guidance,Product,Two state agencies are partnering to collect and dispose of PFAS-containing firefighting foam from fire departments.,In effect,,State Website,https://anr.vermont.gov/node/1276,State Website,"<a href=""https://anr.vermont.gov/node/1276"" target=""_blank"" rel=""noopener"">State Website</a>",,2/14/2023
Vermont,Legislation,Product,"Bill would gradually phase out the sale, manufacturing, and distribution of all products containing PFAS by 2030.",Pending,,Bill,https://legislature.vermont.gov/bill/status/2024/H.0152,Bill,"<a href=""https://legislature.vermont.gov/bill/status/2024/H.0152"" target=""_blank"" rel=""noopener"">Bill</a>",H 152,2/9/2023
Vermont,Legislation,Product,"Bill would prevent consumer products being labeled as ""compostable"" if they contain an organic fluorine concentration greater than 100 parts per million (ppm). Regulators can establish more strict PFAS concentration limits through rulemaking.",Pending,,Bill,https://legislature.vermont.gov/bill/status/2024/H.0050,Bill,"<a href=""https://legislature.vermont.gov/bill/status/2024/H.0050"" target=""_blank"" rel=""noopener"">Bill</a>",H 50,2/7/2023
Vermont,Legislation,Product,"Impose restrictions on the use, manufacture, sale, and distribution of class B firefighting foam containing perfluoroalkyl and polyfluoroalkyl substances and impose restrictions on the manufacture, sale, and distribution of food packaging and carpets with PFAS. Also requires warning when firefighting gear contains PFAS. Designates PFHxS, PFHpA, and PFNA as chemicals of high concern to children.",In effect,7/1/2022 (firefighting foam ban and chemicals of concern); 7/1/2023 (other provisions) ,Law,https://legislature.vermont.gov/bill/status/2022/S.0020,Law,"<a href=""https://legislature.vermont.gov/bill/status/2022/S.0020"" target=""_blank"" rel=""noopener"">Law</a>","S 20; Signed into law on May 18, 2021. The restrictions are phased in over two years.",7/13/2022
Vermont,Legislation,Product,"Law requires regulators to study the prevalence of PFAS in food waste and packaging. Bill also directs consideration of rules for food waste management facilities, including PFAS standards.",In effect,6/2/2022,Bill,https://legislature.vermont.gov/bill/status/2022/H.0446,Bill,"<a href=""https://legislature.vermont.gov/bill/status/2022/H.0446"" target=""_blank"" rel=""noopener"">Bill</a>","HB 446; Signed into law on June 2, 2022.",6/9/2022
Vermont,Binding,Environment,"Requires PFAS monitoring for sludges, land applied biosolids (class B) and septage, and exceptional quality (class A) biosolids. Requires that a producer of exceptional quality biosolids disclose the presence of PFAS.",In effect,10/31/2020,Regulation,https://www.bloomberglaw.com/product/blaw/document/X3HEEFORTQ810000ADGG0200GPD,Regulation,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X3HEEFORTQ810000ADGG0200GPD"" target=""_blank"" rel=""noopener"">Regulation</a>",,10/26/2020
Vermont,Binding,Environment,"Adopts maximum contaminant level (MCL) of 20 parts per trillion for PFOA, PFOS, PFHxS, PFHpA, and PFNA (or any combination of those substances) for drinking water. Establishes public water supply sampling requirements, sample analysis requirements, and MCL compliance standards for the five substances. ",In effect,3/17/2020,Regulation,https://www.bloomberglaw.com/product/blaw/document/25802689064,Regulation,"<a href=""https://www.bloomberglaw.com/product/blaw/document/25802689064"" target=""_blank"" rel=""noopener"">Regulation</a>",,7/14/2020
Vermont,Legislation,Environment,"Appropriates $550,000 for engineering and construction grants to public water systems with confirmed concentrations of PFAS. ",In effect,7/6/2020,Law,https://legislature.vermont.gov/bill/status/2020/H.955,Law,"<a href=""https://legislature.vermont.gov/bill/status/2020/H.955"" target=""_blank"" rel=""noopener"">Law</a>",,7/13/2020
Vermont,Legislation,Environment,"Requires regular testing of water systems for PFAS above the 20 ppt limit. Any water system above that level must provide clean water and issue a ""do not drink"" advisory. The law also requires a timline for developing new mandatory PFAS guidelines and establishing plan for investigating PFAS sources.",In effect,12/1/2019,Law,https://www.bloomberglaw.com/product/blaw/document/X9D23018000000,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X9D23018000000"" target=""_blank"" rel=""noopener"">Law</a>",,5/29/2020
Vermont,Binding,Environment,Established procedures and requirements for conducting investigations and corrective actions at PFAS release sites.,In effect,7/6/2019,Regulation,https://www.bloomberglaw.com/product/blaw/document/150803113813254755587168856887649141037,Regulation,"<a href=""https://www.bloomberglaw.com/product/blaw/document/150803113813254755587168856887649141037"" target=""_blank"" rel=""noopener"">Regulation</a>",,5/29/2020
Vermont,Binding,Environment,"Set groundwater enforcement standard of 0.02 micrograms/liter and a preventative action level of 0.002 micrograms/liter for any combination of PFOA, PFOS, PFHxS, PFHpA, and PFNA.",In effect,7/6/2019,Regulation,https://www.bloomberglaw.com/product/blaw/document/XNJJNF18,Regulation,"<a href=""https://www.bloomberglaw.com/product/blaw/document/XNJJNF18"" target=""_blank"" rel=""noopener"">Regulation</a>",,5/29/2020
Vermont,Non-binding guidance,Environment,"Established health advisory of 20 ppt for any combination of PFOA, PFOS, PFHxS, PFHpA, and PFNA.",In effect,7/11/2018,Regulation,https://www.bloomberglaw.com/product/blaw/document/X2SSVHNRKG141H0SR7G90070G9D,Regulation,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X2SSVHNRKG141H0SR7G90070G9D"" target=""_blank"" rel=""noopener"">Regulation</a>",,5/29/2020
Vermont,Legislation,Environment,"Requires companies found responsible for contamination to pay for cleanups, monitoring, and to provide public drinking water to affected areas.",In effect,6/2/2017,Law,https://www.bloomberglaw.com/product/blaw/document/XJO3KO1C,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/XJO3KO1C"" target=""_blank"" rel=""noopener"">Law</a>",,5/29/2020
Vermont,Legislation,Product,"Added PFOS and PFOA to list of Chemicals of High Concern to Children, requiring manufacturers of children's products using the substances to follow disclosure and reporting requirements. The state can adopt rules regarding sale or distribution of specific products containing the chemicals.",In effect,6/10/2014,Law,https://www.bloomberglaw.com/product/blaw/document/X30RQHC,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X30RQHC"" target=""_blank"" rel=""noopener"">Law</a>",PFOS was one of the original chemicals addressed by this regulation in 2014. PFOA was added as a chemical of high concern in 2019: https://www.healthvermont.gov/environment/children/chemicals-childrens-products.,5/29/2020
Virginia,Legislation,Environment,Bill would require water companies to notify customers when tests reveal that PFAS is present above notification limits defined in the bill.,Pending,,Bill,https://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1013,Bill,"<a href=""https://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1013"" target=""_blank"" rel=""noopener"">Bill</a>","SB 1013; Bill unanimously passed the Senate on Feb. 3, 2023, but a House subcommittee recommended tabling the bill on Feb. 13, 2023",2/14/2023
Virginia,Legislation,Health and Safety,"Law requires that the Board of Health review the recommendations of any work group convened after July 1, 2022, to study the occurrence of PFAS contaminants in public drinking water prior to adopting any regulations establishing maximum contaminant levels (MCLs).",In effect,7/1/2022,Law,https://lis.virginia.gov/cgi-bin/legp604.exe?221+ful+CHAP0585+pdf,Law,"<a href=""https://lis.virginia.gov/cgi-bin/legp604.exe?221+ful+CHAP0585+pdf"" target=""_blank"" rel=""noopener"">Law</a>","HB 919; Signed into law on April 11, 2022",2/10/2023
Virginia,Legislation,Product,Bill would prohibit the sale or manufacture of children's products known or believed to contain PFAS.,Pending,,Bill,https://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+HB1855,Bill,"<a href=""https://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+HB1855"" target=""_blank"" rel=""noopener"">Bill</a>","HB 1855; House committee voted to temporarily postpone consideration of the bill on Jan. 24, 2023",2/10/2023
Virginia,Legislation,Environment,"Directs the State Board of Health to adopt regulations establishing maximum contaminant levels (MCLs) in public drinking water systems for perfluorooctanoic acid, perfluorooctane sulfonate, and for such other perfluoroalkyl and polyfluoroalkyl substances, and other substances.",In effect,1/1/2022,Law,https://www.bloomberglaw.com/product/blaw/document/XAQP76U4000000,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/XAQP76U4000000"" target=""_blank"" rel=""noopener"">Law</a>",,1/3/2022
Virginia,Legislation,Product,"Ban on intentionally added PFAS substances in Class B firefighting foam used for testing or training purposes except at facilities that have implemented containment, treatment, and disposal measures to prevent uncontrolled environmental releases.",In effect,7/1/2021,Law,https://legiscan.com/VA/text/HB2762/id/1985976,Law,"<a href=""https://legiscan.com/VA/text/HB2762/id/1985976"" target=""_blank"" rel=""noopener"">Law</a>",,7/20/2021
Virginia,Legislation,Environment,"Directs a study of the occurrence of PFOA, PFOS, PFBA, PFHpA, PFHxS, PFNA, and other PFAS substances in the Commonwealth's public drinking water. Report due Dec. 1, 2021.",In effect,7/1/2020,Law,https://www.bloomberglaw.com/product/blaw/document/X85FKOPK000000,Law,"<a href=""https://www.bloomberglaw.com/product/blaw/document/X85FKOPK000000"" target=""_blank"" rel=""noopener"">Law</a>",,7/10/2020
Virginia,Non-binding guidance,Environment,Follows EPA health guidance of 70 ppt for PFOA and PFOS.,In effect,,,,,"<a href="""" target=""_blank"" rel=""noopener""></a>",,3/19/2020
Washington,Legislation,Environment,Appropriations law includes more than $11 million in budget allocations for PFAS-related expenses including water treatment and the formulation of a PFAS statewide funding strategy.,In effect,5/16/2023,Law,https://apps.leg.wa.gov/billsummary?BillNumber=5200&Year=2023&Initiative=false,Law,"<a href=""https://apps.leg.wa.gov/billsummary?BillNumber=5200&Year=2023&Initiative=false"" target=""_blank"" rel=""noopener"">Law</a>",SB 5200 / HB 1147,5/22/2023
Washington,Legislation,Product,"Law bans the manufacture, sale, and distribution of ""toxic chemicals"" in cosmetics, including PFAS, beginning on Jan. 1, 2025. All existing stock of such cosmetics must be sold by Jan. 1, 2026. ",Pending,1/1/2025,Law,https://apps.leg.wa.gov/billsummary?BillNumber=1047&Year=2023&Initiative=false,Law,"<a href=""https://apps.leg.wa.gov/billsummary?BillNumber=1047&Year=2023&Initiative=false"" target=""_blank"" rel=""noopener"">Law</a>","HB 1047; Signed into law on May 15, 2023",5/22/2023
Washington,Legislation,Product,"Bill would extend tax incentives for alternative jet fuels if a review finds they don't result in additional pollution, including pollution from PFAS. ",Pending,,Bill,https://apps.leg.wa.gov/billsummary?BillNumber=5447&Year=2023&Initiative=false,Bill,"<a href=""https://apps.leg.wa.gov/billsummary?BillNumber=5447&Year=2023&Initiative=false"" target=""_blank"" rel=""noopener"">Bill</a>",SB 5447 / HB 1505,3/21/2023
Washington,Non-binding guidance,Product,The Department of Ecology announced that it plans to launch a AFFF collection and disposal program to collect PFAS-containing firefighting foam.,Pending,,State Website,https://ecology.wa.gov/Waste-Toxics/Reducing-toxic-chemicals/Product-Replacement-Program/AFFF-disposal,State Website,"<a href=""https://ecology.wa.gov/Waste-Toxics/Reducing-toxic-chemicals/Product-Replacement-Program/AFFF-disposal"" target=""_blank"" rel=""noopener"">State Website</a>",The program is expected to start at some point in 2023,2/14/2023
